Product Name,Technology,2G bands,Untitled,3G bands,Untitled,4G bands,Untitled,Untitled,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Untitled,Type,Size,Resolution,Protection,Untitled,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Dual,Features,Video,Loudspeaker,3.5mm jack,Untitled,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Untitled,Untitled,Charging,Talk time,Music play,Colors,Models,SAR,SAR EU,Price,Performance,Display,Camera,Loudspeaker,Audio quality,Battery life
Acer Liquid Jade Primo,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Non-removable Li-Po 2870 mAh battery,HSDPA 850 / 900 / 1900 / 2100 - Europe/ Taiwan,Non-removable Li-Po 2870 mAh battery,LTE 800 / 1800 / 2100 / 2600 - Europe,Non-removable Li-Po 2870 mAh battery,Non-removable Li-Po 2870 mAh battery,"HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps","2015, September","Available. Released 2016, April",156.5 x 75.9 x 8.4 mm (6.16 x 2.99 x 0.33 in),150 g (5.29 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 2870 mAh battery,"AMOLED capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Corning Gorilla Glass (unspecified version),Non-removable Li-Po 2870 mAh battery,Microsoft Windows 10,Qualcomm MSM8992 Snapdragon 808 (20 nm),Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A57),Adreno 418,"microSD, up to 256 GB (uses shared SIM slot)",32GB 3GB RAM,,"Dual-LED flash, HDR, panorama",1080p@30fps,,"Dual-LED flash, HDR, panorama",1080p@30fps,Yes,Yes,Non-removable Li-Po 2870 mAh battery,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","4.0, A2DP, LE, EDR","Yes, with A-GPS",,FM radio,"3.1, Type-C 1.0 reversible connector","Accelerometer, gyro, proximity, compass",Non-removable Li-Po 2870 mAh battery,Non-removable Li-Po 2870 mAh battery,,Up to 20 h (3G),,Black,,,,About 220 EUR,,,Photo,Yes,,Endurance rating 56h
Acer Liquid Z330,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 2000 mAh battery,HSDPA,Removable Li-Ion 2000 mAh battery,LTE (unspecified),Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,"HSPA, LTE","2015, September","Available. Released 2015, October",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Removable Li-Ion 2000 mAh battery,Android 5.1 (Lollipop),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,,Up to 11 h,,"Mystic Black, Pure White",,,,About 110 EUR,,,,Yes,,
Acer Liquid Z320,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Po 2000 mAh battery,HSDPA,Removable Li-Po 2000 mAh battery,,Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,HSPA 42.2/5.76 Mbps,"2015, September","Available. Released 2015, November",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Po 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Removable Li-Po 2000 mAh battery,Android 5.1 (Lollipop),Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.0 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Po 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,,,,Pure White,,,,About 90 EUR,,,,Yes,,
Acer Liquid Z630S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Po 4000 mAh battery (15.2 Wh),HSDPA 900 / 1900 / 2100,Removable Li-Po 4000 mAh battery (15.2 Wh),LTE (unspecified),Removable Li-Po 4000 mAh battery (15.2 Wh),Removable Li-Po 4000 mAh battery (15.2 Wh),"HSPA, LTE","2015, September","Available. Released 2015, September",156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in),165 g (5.82 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Po 4000 mAh battery (15.2 Wh),"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Removable Li-Po 4000 mAh battery (15.2 Wh),Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSD (dedicated slot),32GB 3GB RAM,,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Removable Li-Po 4000 mAh battery (15.2 Wh),"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Removable Li-Po 4000 mAh battery (15.2 Wh),Removable Li-Po 4000 mAh battery (15.2 Wh),,,,"Black, Gold",,,,,,,,Yes,,
Acer Liquid Z630,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 4000 mAh battery,HSDPA,Removable Li-Ion 4000 mAh battery,LTE (unspecified),Removable Li-Ion 4000 mAh battery,Removable Li-Ion 4000 mAh battery,"HSPA, LTE","2015, September","Available. Released 2015, September",156.3 x 77.5 x 8.9 mm (6.15 x 3.05 x 0.35 in),165 g (5.82 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 4000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.5 inches, 83.4 cm","720 x 1280 pixels, 16:9 ratio (~267 ppi density)",,Removable Li-Ion 4000 mAh battery,Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSD (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM",,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Removable Li-Ion 4000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,"microUSB 2.0, USB On-The-Go","Accelerometer, proximity, compass",Removable Li-Ion 4000 mAh battery,Removable Li-Ion 4000 mAh battery,,Up to 22 h,,Black,,,,About 200 EUR,,,,Yes,,
Acer Liquid Z530S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 2420 mAh battery,HSDPA,Removable Li-Ion 2420 mAh battery,LTE (unspecified),Removable Li-Ion 2420 mAh battery,Removable Li-Ion 2420 mAh battery,"HSPA, LTE","2015, September","Available. Released 2015, November",144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in),145 g (5.11 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2420 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Removable Li-Ion 2420 mAh battery,Android 5.1 (Lollipop),Mediatek MT6753 (28 nm),Octa-core 1.3 GHz Cortex-A53,Mali-T720MP3,microSD (dedicated slot),32GB 3GB RAM,,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Removable Li-Ion 2420 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2420 mAh battery,Removable Li-Ion 2420 mAh battery,,,,"Black, White",,,,,,,,Yes,,
Acer Liquid Z530,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 2420 mAh battery,HSDPA,Removable Li-Ion 2420 mAh battery,LTE (unspecified),Removable Li-Ion 2420 mAh battery,Removable Li-Ion 2420 mAh battery,"HSPA, LTE","2015, September","Available. Released 2015, October",144 x 70.3 x 8.9 mm (5.67 x 2.77 x 0.35 in),145 g (5.11 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2420 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,Removable Li-Ion 2420 mAh battery,Android 5.1 (Lollipop),Mediatek MT6735 (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T720MP2,microSD (dedicated slot),"8GB 1GB RAM, 16GB 2GB RAM",,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Removable Li-Ion 2420 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2420 mAh battery,Removable Li-Ion 2420 mAh battery,,,,"Black, White",,,,About 150 EUR,,,,Yes,,
Acer Liquid M330,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 2000 mAh battery,HSDPA,Removable Li-Ion 2000 mAh battery,LTE (unspecified),Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,"HSPA, LTE","2015, September","Available. Released 2015, November",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Removable Li-Ion 2000 mAh battery,Microsoft Windows 10,Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.0 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,,,,"Mystic Black, Pure White",,,,,,,,Yes,,
Acer Liquid M320,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 2000 mAh battery,HSDPA,Removable Li-Ion 2000 mAh battery,,Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,HSPA 42.2/5.76 Mbps,"2015, September","Available. Released 2015, November",136 x 66.5 x 9.6 mm (5.35 x 2.62 x 0.38 in),142 g (5.01 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Ion 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,Removable Li-Ion 2000 mAh battery,Microsoft Windows 10,Qualcomm MSM8909 Snapdragon 210 (28 nm),Quad-core 1.1 GHz Cortex-A7,Adreno 304,microSD (dedicated slot),8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 2000 mAh battery,Removable Li-Ion 2000 mAh battery,,,,"Mystic Black, Pure White",,,,,,,,Yes,,
Acer Iconia Tab 10 A3-A30,No cellular connectivity,N/A,Non-removable Li-Ion 5910 mAh battery (22 Wh),,Non-removable Li-Ion 5910 mAh battery (22 Wh),,Non-removable Li-Ion 5910 mAh battery (22 Wh),Non-removable Li-Ion 5910 mAh battery (22 Wh),,"2015, April","Available. Released 2015, June",260 x 176 x 9.7 mm (10.24 x 6.93 x 0.38 in),540 g (1.19 lb),,No,Non-removable Li-Ion 5910 mAh battery (22 Wh),"LED-backlit IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","Corning Gorilla Glass 4, oleophobic coating",Non-removable Li-Ion 5910 mAh battery (22 Wh),Android 5.0 (Lollipop),Intel Atom Z3735F,Quad-core 1.33 GHz,,"microSD, up to 256 GB (dedicated slot)","16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM",,,_,,,_,"Yes, with stereo speakers",Yes,Non-removable Li-Ion 5910 mAh battery (22 Wh),"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.0, A2DP",A-GPS only,Yes,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 5910 mAh battery (22 Wh),Non-removable Li-Ion 5910 mAh battery (22 Wh),,Up to 7 h 30 min (multimedia),,Black,,,,About 250 EUR,,,,"Yes, with stereo speakers",,
Acer Iconia One 8 B1-820,No cellular connectivity,N/A,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),Non-removable Li-Ion 4550 mAh battery (17.2 Wh),,"2015, April","Available. Released 2015, May",213.9 x 127.7 x 9.5 mm (8.42 x 5.03 x 0.37 in),355 g (12.52 oz),,No,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),IPS LCD capacitive touchscreen,"8.0 inches, 185.6 cm","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),Android 5.0 (Lollipop),Intel Atom Z3735G,Quad-core 1.33 GHz,,"microSD, up to 32 GB (dedicated slot)","16GB 1GB RAM, 32GB 1GB RAM",,,_,,,_,"Yes, with stereo speakers",Yes,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),Wi-Fi 802.11 b/g/n,"4.0, A2DP","Yes, with A-GPS, GLONASS",,No,microUSB 2.0,Accelerometer,Non-removable Li-Ion 4550 mAh battery (17.2 Wh),Non-removable Li-Ion 4550 mAh battery (17.2 Wh),,Up to 8 h 30 min (multimedia),,"Black, White",,,,About 180 EUR,,,,"Yes, with stereo speakers",,
Acer Iconia Tab A3-A20,No cellular connectivity,N/A,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),,"2014, October","Available. Released 2014, October",256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508 g (1.12 lb),,No,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),"LED-backlit IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm","1280 x 800 pixels, 16:10 ratio (~149 ppi density)","Corning Gorilla Glass 4, oleophobic coating",Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),Android 4.4 (KitKat),Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,"microSD, up to 256 GB (dedicated slot)",16GB 1GB RAM,,,_,,,_,"Yes, with stereo speakers",Yes,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",A-GPS only,,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),Non-removable Li-Po 5700 mAh battery (A3-A20-K19H),,Up to 9 h (multimedia),,"Black, White",,,,About 190 EUR,,,,"Yes, with stereo speakers",,
Acer Iconia Tab A3-A20FHD,No cellular connectivity,N/A,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),,"2014, October","Available. Released 2014, October",256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in),508 g (1.12 lb),,No,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),"LED-backlit IPS LCD capacitive touchscreen, 16M colors","10.1 inches, 295.8 cm","1920 x 1200 pixels, 16:10 ratio (~224 ppi density)","Corning Gorilla Glass 4, oleophobic coating",Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),Android 4.4 (KitKat),Mediatek MT8127 (28 nm),Quad-core 1.5 GHz Cortex-A7,Mali-450MP4,"microSD, up to 256 GB (dedicated slot)",32GB 2GB RAM,,,_,,,_,"Yes, with stereo speakers",Yes,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP",A-GPS only,,No,microUSB 2.0,Accelerometer,Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),Non-removable Li-Po 5700 mAh battery (A3-A20FHD-K0CQ),,Up to 8 h (multimedia),,"Black, White",,,,About 230 EUR,,,,"Yes, with stereo speakers",,
Acer Liquid Jade Z,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Non-removable Li-Po 2300 mAh battery,HSDPA 900 / 2100,Non-removable Li-Po 2300 mAh battery,"LTE band 1(2100), 3(1800), 7(2600), 20(800)",Non-removable Li-Po 2300 mAh battery,Non-removable Li-Po 2300 mAh battery,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2015, March","Available. Released 2015, April",143.5 x 69.8 x 8 mm (5.65 x 2.75 x 0.31 in),110 g (3.88 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Po 2300 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,Non-removable Li-Po 2300 mAh battery,Android 5.0 (Lollipop),Mediatek MT6732 (28 nm),Quad-core 1.5 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (uses shared SIM slot)","8GB 1GB RAM (Jade Z), 16GB 2GB RAM (Jade Z+)",,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Non-removable Li-Po 2300 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, gyro, proximity, compass",Non-removable Li-Po 2300 mAh battery,Non-removable Li-Po 2300 mAh battery,,Up to 7 h (2G) / Up to 4 h (3G),,"Black, White",,,,About 200 EUR,,,,Yes,,
Acer Liquid Z520,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Po 2000 mAh battery,HSDPA 900 / 2100,Removable Li-Po 2000 mAh battery,,Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,HSPA,"2015, March","Available. Released 2015, April",154 x 86 x 6.4 mm (6.06 x 3.39 x 0.25 in),118 g (4.16 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Po 2000 mAh battery,TFT capacitive touchscreen,"5.0 inches, 75.7 cm","480 x 854 pixels, 16:9 ratio (~187 ppi density)",,Removable Li-Po 2000 mAh battery,Android 4.4.2 (KitKat),Mediatek MT6582M (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,"microSD, up to 32 GB (dedicated slot)","8GB 1GB RAM, 16GB 2GB RAM",,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Yes,Yes,Removable Li-Po 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,,,,"Black, White",Z520,,,About 130 EUR,,,,Yes,,
Acer Liquid Z220,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 1300 mAh battery,HSDPA 900 / 2100,Removable Li-Ion 1300 mAh battery,,Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,HSPA,"2015, March","Available. Released 2015, April",125.3 x 64 x 9.6 mm (4.93 x 2.52 x 0.38 in),120 g (4.23 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by)",Removable Li-Ion 1300 mAh battery,Capacitive touchscreen,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Removable Li-Ion 1300 mAh battery,Android 5.0 (Lollipop),Qualcomm Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)",8GB 1GB RAM,,LED flash,_,,LED flash,_,Yes,Yes,Removable Li-Ion 1300 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,,,,"Black, White",Z220,,,About 90 EUR,,,,Yes,,
Acer Liquid M220,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Ion 1300 mAh battery,HSDPA 900 / 2100,Removable Li-Ion 1300 mAh battery,,Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,HSPA 21.1/5.76 Mbps,"2015, March","Available. Released 2015, May",124.9 x 64 x 9.6 mm (4.92 x 2.52 x 0.38 in),119 g (4.20 oz),,"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by)",Removable Li-Ion 1300 mAh battery,TFT capacitive touchscreen,"4.0 inches, 45.5 cm","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,Removable Li-Ion 1300 mAh battery,Microsoft Windows Phone 8.1,Qualcomm MSM8210 Snapdragon 200 (28 nm),Dual-core 1.2 GHz Cortex-A7,Adreno 302,"microSD, up to 32 GB (dedicated slot)","4GB 512MB RAM (M220), 8GB 1GB RAM (M220+)",,"LED flash, panorama",_,,"LED flash, panorama",_,Yes,Yes,Removable Li-Ion 1300 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Ion 1300 mAh battery,Removable Li-Ion 1300 mAh battery,,Up to 4 h,,"Mystic Black, Pure White",,,,About 80 EUR,,,,Yes,,
Acer Liquid Z410,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Removable Li-Po 2000 mAh battery,HSDPA 900 / 2100,Removable Li-Po 2000 mAh battery,"LTE band 1(2100), 3(1800), 7(2600), 20(800)",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,"HSPA, LTE Cat4 150/50 Mbps","2015, January","Available. Released 2015, February",136 x 66.7 x 9.9 mm (5.35 x 2.63 x 0.39 in),145 g (5.11 oz),,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",Removable Li-Po 2000 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm","540 x 960 pixels, 16:9 ratio (~245 ppi density)",,Removable Li-Po 2000 mAh battery,Android 4.4.4 (KitKat),Mediatek MT6732M (28 nm),Quad-core 1.3 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (dedicated slot)","8GB 1GB RAM, 16GB 2GB RAM",,LED flash,_,,LED flash,_,"Yes, dual speakers",Yes,Removable Li-Po 2000 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity",Removable Li-Po 2000 mAh battery,Removable Li-Po 2000 mAh battery,,,,Black,,,,About 130 EUR,,,,"Yes, dual speakers",,
Acer Liquid Jade S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Non-removable Li-Ion 2300 mAh battery,HSDPA 900 / 2100,Non-removable Li-Ion 2300 mAh battery,"LTE band 3(1800), 8(900), 28(700) - Taiwan",Non-removable Li-Ion 2300 mAh battery,Non-removable Li-Ion 2300 mAh battery,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","2014, December","Available. Released 2014, December",143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in),116 g (4.09 oz),,"Hybrid Dual SIM (Nano-SIM, dual stand-by)",Non-removable Li-Ion 2300 mAh battery,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Corning Gorilla Glass 3,Non-removable Li-Ion 2300 mAh battery,"Android 4.4.4 (KitKat), upgradable to 5.1 (Lollipop)",Mediatek MT6752M,Octa-core 1.5 GHz Cortex-A53,Mali-T760MP2,"microSD, up to 32 GB (uses shared SIM slot)",16GB 2GB RAM,,"LED flash, HDR, panorama",_,,"LED flash, HDR, panorama",_,Voice 60dB / Noise 56dB / Ring 60dB,Yes,Non-removable Li-Ion 2300 mAh battery,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP, EDR","Yes, with A-GPS",,FM radio,microUSB 2.0,"Accelerometer, proximity, compass",Non-removable Li-Ion 2300 mAh battery,Non-removable Li-Ion 2300 mAh battery,,Up to 6 h (3G),,"Black, White, Red, Pink",,,,About 200 EUR,Basemark OS II: 619 / Basemark OS II 2.0: 725,,Photo,Voice 60dB / Noise 56dB / Ring 60dB,,Endurance rating 43h
